address,accountno,pin,sale_date_end,Sales Price,impvac,style,year_built,Imp Size SqFt,Lot Size Acres,streetno,streetalp,streetdir,streetsuf,streetname,addition_n,address_zip
12215 N 225 ST,R0112560000,112560000,2/1/2019,23000,Vacant,,,,0.5,12215,,N,ST,225,LANDS,680646403
800 N FRONT ST,R2326010750,2326010750,6/30/2021,5000000,Improved,Office Building,1954,59773,5.5413,800,,N,ST,FRONT,THRIVE SPACE REPLAT,680690000
2509  RIVER ROAD DR,R2413200071,2413200071,5/10/2022,325000,Improved,Industrial Flex Mall Building,2018,2400,,2509,,,DR,RIVER ROAD,WATERLOO BUSINESS PARK COMM CONDO,680690000
2509  RIVER ROAD DR,R2413200071,2413200071,5/10/2022,325000,Improved,Industrial Flex Mall Building,2018,2400,,2509,,,DR,RIVER ROAD,WATERLOO BUSINESS PARK COMM CONDO,680690000
26250 WEST CENTER RD,R0110580007,110580007,11/8/2011,290000,Improved,Storage Warehouse,1970,16240,13.2579,26250,,,RD,WEST CENTER,,680690000
2509  RIVER ROAD DR,R2413200071,2413200071,12/4/2020,283000,Improved,Industrial Flex Mall Building,2018,2400,,2509,,,DR,RIVER ROAD,WATERLOO BUSINESS PARK COMM CONDO,680690000
2509  RIVER ROAD DR,R2413200071,2413200071,12/4/2020,283000,Improved,Industrial Flex Mall Building,2018,2400,,2509,,,DR,RIVER ROAD,WATERLOO BUSINESS PARK COMM CONDO,680690000
,R2413200001,2413200001,5/3/2010,250000,Improved,Market,2008,2000,,,,,,,WATERLOO BUSINESS PARK COMM CONDO,680690000
,R2413200009,2413200009,3/3/2014,220000,Improved,Industrial Flex Mall Building,2011,2400,,,,,,,WATERLOO BUSINESS PARK COMM CONDO,680690000
204  WASHINGTON ST,R2411070001,2411070001,12/18/2018,200000,Improved,Retail Store,1976,2366,0.14,204,,,ST,WASHINGTON,WATERLOO-TOWN OF-,680690000
206  WASHINGTON ST,R2411070000,2411070000,3/22/2018,200000,Improved,Office Building,1963,1764,0.14,206,,,ST,WASHINGTON,WATERLOO-TOWN OF-,680690000
304 3 ST,R2411950002,2411950002,3/30/2012,150000,Improved,Retail Store,1880,7296,0.1,304,,,ST,3,WATERLOO-TOWN OF-,680690000
307 3 ST,R2411760002,2411760002,3/23/2011,132000,Improved,Bar/Tavern,1904,2366,0.1242,307,,,ST,3,WATERLOO-TOWN OF-,680690000
301 3 ST,R2411760000,2411760000,9/27/2013,118250,Improved,Office Building,1890,1398,0.13,301,,,ST,3,WATERLOO-TOWN OF-,680690000
27849 WEST CENTER RD,R0100700002,100700002,5/1/2012,92000,Improved,Bar/Tavern,1950,3388,0.95,27849,,,RD,WEST CENTER,,680690000
302  3 ST,R2411940000,2411940000,6/25/2018,90000,Improved,Office Building,1900,1352,0.08,302,,,ST,3,WATERLOO-TOWN OF-,680690000
308 3 ST,R2411980000,2411980000,9/17/2015,80000,Improved,Retail Store,1890,1029,0.07,308,,,ST,3,WATERLOO-TOWN OF-,680690000
302 3 ST,R2411940000,2411940000,1/27/2011,55000,Improved,Service Garage,1972,1352,0.08,302,,,ST,3,WATERLOO-TOWN OF-,680690000
,R2411650002,2411650002,8/28/2015,50000,Improved,Church,1900,1698,0.18,,,,,,WATERLOO-TOWN OF-,680690000
24506 US HWY 275,R0106040006,106040006,5/15/2015,30000,Improved,Service Garage,1971,1692,0.91,24506,,,,US HWY 275,LANDS,680690000
1331 CAPITOL AV,R0308320003,308320003,12/30/2013,39125000,Improved,Office Building,2013,180215,1.4545,1331,,,AV,CAPITOL,CITY LOTS,681020000
1331 CAPITOL AV,R0308320003,308320003,12/30/2013,39125000,Improved,Office Building,2013,180215,1.4545,1331,,,AV,CAPITOL,CITY LOTS,681020000
1331 CAPITOL AV,R0308320003,308320003,12/30/2013,39125000,Improved,Office Building,2013,180215,1.4545,1331,,,AV,CAPITOL,CITY LOTS,681020000
1331 CAPITOL AV,R0308320003,308320003,12/30/2013,39125000,Improved,Office Building,2013,180215,1.4545,1331,,,AV,CAPITOL,CITY LOTS,681020000
1101 FARNAM ST,R2330355006,2330355006,12/30/2013,30000000,Improved,Computer Centers,1990,367577,2.39,1101,,,ST,FARNAM,1200 LANDMARK CENTER CONDO,681020000
1101 FARNAM ST,R2330355006,2330355006,12/30/2013,30000000,Improved,Computer Centers,1990,367577,2.39,1101,,,ST,FARNAM,1200 LANDMARK CENTER CONDO,681020000
1101 FARNAM ST,R2330355006,2330355006,12/30/2013,30000000,Improved,Computer Centers,1990,367577,2.39,1101,,,ST,FARNAM,1200 LANDMARK CENTER CONDO,681020000
540 S 12 ST,R0315470013,315470013,11/12/2014,21001512,Improved,Hotel - Full Service,2013,100762,0.5667,540,,S,ST,12,CITY LOTS,681020000
1212 CUMING ST,R2339350470,2339350470,7/26/2013,19775000,Improved,Hotels - Limited Service,2007,94352,1.769,1212,,,ST,CUMING,UNION PACIFIC PLACE REP 3*,681020000
1314 CUMING ST,R2339350474,2339350474,7/26/2013,17625000,Improved,Hotels - Limited Service,2007,106417,1.686,1314,,,ST,CUMING,UNION PACIFIC PLACE REP 3*,681020000
222 S 15 ST,R0311210000,311210000,11/5/2020,14000000,Improved,Office Building,1982,491348,1.0375,222,,S,ST,15,CITY LOTS,681020000
209 S 19 ST,R0310930002,310930002,9/30/2013,4500000,Improved,Office Building,1965,72652,0.38,209,,S,ST,19,CITY LOTS,681020000
201 S 16 ST,R0311180005,311180005,11/5/2020,3000000,Improved,Parking Structure,1984,99143,0.84,201,,S,ST,16,CITY LOTS,681020000
,R0314150006,314150006,9/2/2016,2650000,Improved,Office Building,1914,17424,0.1333,406,,S,ST,12,CITY LOTS,681020000
701 S 15 ST,R0316980005,316980005,8/1/2018,2047000,Improved,Office Building,1925,14381,0.4,701,,S,ST,15,CITY LOTS,681020000
,R0330530000,330530000,7/18/2016,1840000,Improved,Office Building,1894,25350,0.44,1823,,,ST,HARNEY,CITY LOTS,681020000
1100  CAPITOL AV,R0747050065,747050065,12/21/2018,1800000,Vacant,Mixed Retail w/ Office Units,2019,68970,0.6447,1100,,,AV,CAPITOL,CAPITOL DISTRICT THE,681020000
1823 HARNEY ST,R0330530000,330530000,10/31/2014,1750000,Improved,Office Building,1894,25350,0.44,1823,,,ST,HARNEY,CITY LOTS,681020000
1313  CUMING ST,R1636865006,1636865006,1/31/2020,1435000,Improved,Office Building,2011,8101,0.2226,1313,,,ST,CUMING,LOT 9 MIXED USE CONDO,681020000
1108  HOWARD ST,R1136518852,1136518852,6/13/2018,1300000,Improved,Retail Store,1900,8712,0.07,1108,,,ST,HOWARD,420 CONDOMINIUM PROPERTY REGIME,681020000
1024  DODGE ST,R1133240099,1133240099,6/13/2022,1000000,Improved,Office Building,1919,8623,0.0531,1024,,,ST,DODGE,FORD WAREHOUSE CONDOMINIUM,681020000
1412  HARNEY ST,R2008109042,2008109042,11/22/2021,1000000,Improved,Office Building,2006,3852,,1412,,,ST,HARNEY,PAXTON CONDOMINIUM PROPERTY REG,681020000
1313 CUMING ST 2,R1636865006,1636865006,6/6/2011,981620,Improved,Office Building,2011,8101,,1313,2,,ST,CUMING,LOT 9 MIXED USE CONDO,681020000
508 S 19 ST,R1515750002,1515750002,3/16/2020,925000,Improved,Parking Structure,1920,27400,0.56,508,,S,ST,19,KOUNTZE -E- RESERVE REPLAT,681020000
1501 HOWARD ST,R0315670000,315670000,4/3/2015,880000,Improved,Retail Store,1892,26136,0.2,1501,,,ST,HOWARD,CITY LOTS,681020000
1321 JONES ST,R0316910000,316910000,12/22/2010,758002,Improved,Office Building,1890,14289,0.2,1321,,,ST,JONES,CITY LOTS,681020000
2323  HARNEY ST,R0746530002,746530002,11/18/2021,725000,Improved,Automotive Center,1960,8340,0.41,2323,,,ST,HARNEY,CAPITOL ADD,681020000
1024 DODGE ST,R1133240099,1133240099,9/4/2013,700000,Improved,Office Building,1919,8604,0.0531,1024,,,ST,DODGE,FORD WAREHOUSE CONDOMINIUM,681020000
1015 FARNAM ST,R0312870000,312870000,12/15/2010,660000,Improved,Restaurant,1900,5421,0.13,1015,,,ST,FARNAM,,681020000
1616 CASS ST,R0302710002,302710002,6/13/2013,650000,Vacant,,,,0.2,1616,,,ST,CASS,CITY LOTS,681020000
902 DODGE ST 101,R1840390801,1840390801,2/21/2013,585000,Improved,Restaurant,1920,5460,,902,101,,ST,DODGE,902 DODGE CONDOMINIUM,681020000
318 S 16 ST,R2114105382,2114105382,7/7/2021,450000,Improved,Market,1918,3008,,318,,S,ST,16,REGIS COMM CONDO 2ND AMMENDED,681020000
324 S 14 ST G140,R2008109038,2008109038,8/6/2010,449000,Improved,Restaurant,2006,2178,,324,G140,S,ST,14,PAXTON CONDOMINIUM PROPERTY REG,681020000
1902 HOWARD ST,R1515660000,1515660000,10/6/2015,391000,Improved,Office Building,1950,3694,0.24,1902,,,ST,HOWARD,KOUNTZE -E- RESERVE REPLAT,681020000
318 S 16 ST,R2114105382,2114105382,7/18/2017,325000,Improved,Market,1918,3008,,318,,S,ST,16,REGIS COMM CONDO 2ND AMMENDED,681020000
1208  HOWARD ST,R2330356000,2330356000,10/13/2021,318000,Improved,Retail Store,1890,986,0.02,1208,,,ST,HOWARD,1208 HOWARD ST CONDOMINIUMS,681020000
1205 HARNEY ST 080,R1729750068,1729750068,4/1/2013,309400,Improved,Mixed Retail w/ Res Units,1890,5126,,1205,80,,ST,HARNEY,ERIN PLACE CONDOMINIUM,681020000
1403 FARNAM ST 124,R2008108006,2008108006,11/5/2015,300000,Improved,Retail Store,1928,2334,,1403,124,,ST,FARNAM,PAXTON CONDOMINIUM PROPERTY REG,681020000
1715 LEAVENWORTH ST,R1532400000,1532400000,6/17/2014,300000,Improved,Mixed Retail w/ Res Units,1900,8104,0.16,1715,,,ST,LEAVENWORTH,KOUNTZE & RUTHS ADD,681020000
2224  LEAVENWORTH ST,R1311450007,1311450007,3/3/2020,300000,Improved,Service Garage,1930,11371,0.3299,2224,,,ST,LEAVENWORTH,HILLCREST ADD,681020000
2224  LEAVENWORTH ST,R1311450007,1311450007,3/3/2020,300000,Improved,Service Garage,1930,11371,0.3299,2224,,,ST,LEAVENWORTH,HILLCREST ADD,681020000
2224  LEAVENWORTH ST,R1311450007,1311450007,3/3/2020,300000,Improved,Service Garage,1930,11371,0.3299,2224,,,ST,LEAVENWORTH,HILLCREST ADD,681020000
2224  LEAVENWORTH ST,R1311450007,1311450007,3/3/2020,300000,Improved,Service Garage,1930,11371,0.3299,2224,,,ST,LEAVENWORTH,HILLCREST ADD,681020000
602 N 16 ST,R0301200000,301200000,10/30/2012,270376,Vacant,,,,0.12,602,,N,ST,16,CITY LOTS,681020000
610 S 14 ST,R0315840000,315840000,8/15/2013,250000,Improved,Bar/Tavern,1906,8680,0.1,610,,S,ST,14,CITY LOTS,681020000
314 S 16 ST,R2114105380,2114105380,8/13/2019,210000,Improved,Bar/Tavern,1918,6482,,314,,S,ST,16,REGIS COMM CONDO 2ND AMMENDED,681020000
511 S 18 ST,R1531450002,1531450002,3/29/2018,189000,Improved,Parking Levels,1995,1,0.15,511,,S,ST,18,KOUNTZE & RUTHS ADD,681020000
316 S 16 ST,R2114105392,2114105392,10/9/2020,185000,Improved,Fast Food Restaurant,1918,1354,,316,,S,ST,16,REGIS COMMERCIAL CONDOMINIUM,681020000
610 N 16 ST,R0301190000,301190000,10/30/2012,165223,Vacant,,,,0.07,610,,N,ST,16,CITY LOTS,681020000
316 S 16 ST,R2114105392,2114105392,12/12/2018,157500,Improved,Fast Food Restaurant,1918,1354,,316,,S,ST,16,REGIS COMMERCIAL CONDOMINIUM,681020000
1403 FARNAM ST 216,R2008108030,2008108030,6/6/2012,140000,Improved,Office Building,1928,745,,1403,216,,ST,FARNAM,PAXTON CONDOMINIUM PROPERTY REG,681020000
1403 FARNAM ST 210,R2008108018,2008108018,6/4/2014,115000,Improved,Office Building,1928,638,,1403,210,,ST,FARNAM,PAXTON CONDOMINIUM PROPERTY REG,681020000
1403 FARNAM ST 216,R2008108030,2008108030,3/1/2013,108000,Improved,Office Building,1928,745,,1403,216,,ST,FARNAM,PAXTON CONDOMINIUM PROPERTY REG,681020000
1403 FARNAM ST 228,R2008108034,2008108034,1/10/2014,99000,Improved,Office Building,1928,620,,1403,228,,ST,FARNAM,PAXTON CONDOMINIUM PROPERTY REG,681020000
1403  FARNAM ST,R2008108022,2008108022,6/25/2020,85000,Improved,Office Building,1928,495,0.0011,1403,,,ST,FARNAM,PAXTON CONDOMINIUM PROPERTY REG,681020000
1114 N 24 ST,R0527200002,527200002,9/30/2014,35000,Vacant,,,,0.3,1114,,N,ST,24,ARMSTRONGS 1ST ADD,681020000
1114 N 24 ST,R0527200002,527200002,9/30/2014,35000,Vacant,,,,0.3,1114,,N,ST,24,ARMSTRONGS 1ST ADD,681020000
2929 N 60 ST,R1147260082,1147260082,12/21/2011,4770000,Improved,Drug Store,2013,14820,1.2395,2929,,N,ST,60,GLENN PARK FIRST ADDITION,681040000
5070  AMES AV,R1842398046,1842398046,5/26/2022,3822000,Improved,Neighborhood Shopping Center,1988,17070,1.4845,5070,,,AV,AMES,NORTH POINTE REPLAT 2,681040000
5070  AMES AV,R1842398046,1842398046,5/26/2022,3822000,Improved,Neighborhood Shopping Center,1988,17070,1.4845,5070,,,AV,AMES,NORTH POINTE REPLAT 2,681040000
5070  AMES AV,R1842398046,1842398046,5/26/2022,3822000,Improved,Neighborhood Shopping Center,1988,17070,1.4845,5070,,,AV,AMES,NORTH POINTE REPLAT 2,681040000
5070  AMES AV,R1842398046,1842398046,5/26/2022,3822000,Improved,Neighborhood Shopping Center,1988,17070,1.4845,5070,,,AV,AMES,NORTH POINTE REPLAT 2,681040000
5070  AMES AV,R1842398046,1842398046,5/26/2022,3822000,Improved,Neighborhood Shopping Center,1988,17070,1.4845,5070,,,AV,AMES,NORTH POINTE REPLAT 2,681040000
5070  AMES AV,R1842398046,1842398046,5/26/2022,3822000,Improved,Neighborhood Shopping Center,1988,17070,1.4845,5070,,,AV,AMES,NORTH POINTE REPLAT 2,681040000
5070  AMES AV,R1842398046,1842398046,5/26/2022,3822000,Improved,Neighborhood Shopping Center,1988,17070,1.4845,5070,,,AV,AMES,NORTH POINTE REPLAT 2,681040000
5070  AMES AV,R1842398046,1842398046,5/26/2022,3822000,Improved,Neighborhood Shopping Center,1988,17070,1.4845,5070,,,AV,AMES,NORTH POINTE REPLAT 2,681040000
5070  AMES AV,R1842398046,1842398046,5/26/2022,3822000,Improved,Neighborhood Shopping Center,1988,17070,1.4845,5070,,,AV,AMES,NORTH POINTE REPLAT 2,681040000
2929 N 60 ST,R1147260082,1147260082,10/6/2011,1595000,Vacant,,,,1.2395,2929,,N,ST,60,GLENN PARK FIRST ADDITION,681040000
5935 HENNINGER DR,R2538180650,2538180650,2/1/2012,1000000,Improved,Office Building,1999,19788,2.03,5935,,,DR,HENNINGER,WILLIAMSBURG ADD REP 1*,681040000
7051  AMES AV,R0636540103,636540103,4/15/2021,947500,Improved,Restaurant,2002,5080,0.745,7051,,,AV,AMES,BENSON PARK PLAZA,681040000
4804 AMES AV,R1740430001,1740430001,6/30/2010,900000,Improved,Bank,1971,2400,2.31,4804,,,AV,AMES,MERGEN ACRES,681040000
6103  MAPLE ST,R1224650000,1224650000,4/13/2022,900000,Improved,Retail Store,1915,4996,0.13,6103,,,ST,MAPLE,HALCYON HEIGHTS,681040000
6103  MAPLE ST,R1224650000,1224650000,4/13/2022,900000,Improved,Retail Store,1915,4996,0.13,6103,,,ST,MAPLE,HALCYON HEIGHTS,681040000
7117  AMES AV,R0636540125,636540125,1/14/2019,760000,Improved,Laundromat,2001,5103,0.677,7117,,,AV,AMES,BENSON PARK PLAZA,681040000
5951  AMES AV,R1322730510,1322730510,12/6/2018,750000,Improved,Neighborhood Shopping Center,1966,11983,0.7961,5951,,,AV,AMES,HOBERMAN PLACE,681040000
5934 AMES AV,R0635300000,635300000,2/12/2015,675000,Improved,Neighborhood Shopping Center,1950,18470,1.43,5934,,,AV,AMES,BENSON HEIGHTS,681040000
5934 AMES AV,R0635300000,635300000,2/12/2015,675000,Improved,Neighborhood Shopping Center,1950,18470,1.43,5934,,,AV,AMES,BENSON HEIGHTS,681040000
5934 AMES AV,R0635300000,635300000,2/12/2015,675000,Improved,Neighborhood Shopping Center,1950,18470,1.43,5934,,,AV,AMES,BENSON HEIGHTS,681040000
5934 AMES AV,R0635300000,635300000,2/12/2015,675000,Improved,Neighborhood Shopping Center,1950,18470,1.43,5934,,,AV,AMES,BENSON HEIGHTS,681040000
5934 AMES AV,R0635300000,635300000,6/18/2012,670000,Improved,Neighborhood Shopping Center,1950,18470,1.43,5934,,,AV,AMES,BENSON HEIGHTS,681040000
5934 AMES AV,R0635300000,635300000,6/18/2012,670000,Improved,Neighborhood Shopping Center,1950,18470,1.43,5934,,,AV,AMES,BENSON HEIGHTS,681040000
5934 AMES AV,R0635300000,635300000,6/18/2012,670000,Improved,Neighborhood Shopping Center,1950,18470,1.43,5934,,,AV,AMES,BENSON HEIGHTS,681040000
5934 AMES AV,R0635300000,635300000,6/18/2012,670000,Improved,Neighborhood Shopping Center,1950,18470,1.43,5934,,,AV,AMES,BENSON HEIGHTS,681040000
6624  BLONDO ST,R0650830002,650830002,3/20/2020,619500,Improved,Mixed Retail w/ Res Units,1952,6480,0.18,6624,,,ST,BLONDO,BONITA,681040000
6061  MAPLE ST,R1231310577,1231310577,6/2/2021,610000,Improved,Retail Store,1911,2180,0.0676,6061,,,ST,MAPLE,HALCYON HEIGHTS REP 3*,681040000
5519  NORTHWEST RADIAL HW,R0839550000,839550000,7/19/2021,575000,Improved,Office Building,1945,4129,0.17,5519,,,HWY,NORTHWEST RADIAL,COUNTRY CLUB DIST,681040000
5519  NORTHWEST RADIAL HW,R0839550000,839550000,7/19/2021,575000,Improved,Office Building,1945,4129,0.17,5519,,,HWY,NORTHWEST RADIAL,COUNTRY CLUB DIST,681040000
5519  NORTHWEST RADIAL HW,R0839550000,839550000,7/19/2021,575000,Improved,Office Building,1945,4129,0.17,5519,,,HWY,NORTHWEST RADIAL,COUNTRY CLUB DIST,681040000
6060  NORTHWEST RADIAL HW,R0612160001,612160001,3/1/2022,550000,Improved,Office Building,1972,6776,1.1,6060,,,HWY,NORTHWEST RADIAL,BENSON,681040000
6009  MAPLE ST,R1224180000,1224180000,10/8/2020,510000,Improved,Retail Store,1922,3305,0.13,6009,,,ST,MAPLE,HALCYON HEIGHTS,681040000
6009  MAPLE ST,R1224180000,1224180000,10/8/2020,510000,Improved,Retail Store,1922,3305,0.13,6009,,,ST,MAPLE,HALCYON HEIGHTS,681040000
5050  AMES AV,R1842398042,1842398042,5/26/2022,500000,Improved,Office Building,1997,7920,0.501,5050,,,AV,AMES,NORTH POINTE REPLAT 2,681040000
6001 MAPLE ST,R1224170000,1224170000,5/6/2013,495000,Improved,Retail Store,1900,11126,0.26,6001,,,ST,MAPLE,HALCYON HEIGHTS,681040000
6001 MAPLE ST,R1224170000,1224170000,5/6/2013,495000,Improved,Retail Store,1900,11126,0.26,6001,,,ST,MAPLE,HALCYON HEIGHTS,681040000
6001 MAPLE ST,R1224170000,1224170000,5/6/2013,495000,Improved,Retail Store,1900,11126,0.26,6001,,,ST,MAPLE,HALCYON HEIGHTS,681040000
6001 MAPLE ST,R1224170000,1224170000,5/6/2013,495000,Improved,Retail Store,1900,11126,0.26,6001,,,ST,MAPLE,HALCYON HEIGHTS,681040000
6001 MAPLE ST,R1224170000,1224170000,5/6/2013,495000,Improved,Retail Store,1900,11126,0.26,6001,,,ST,MAPLE,HALCYON HEIGHTS,681040000
6059  MAPLE ST,R1231310575,1231310575,2/12/2018,450000,Improved,Bar/Tavern,1925,2058,0.0646,6059,,,ST,MAPLE,HALCYON HEIGHTS REP 3*,681040000
6601  MAPLE ST,R0732570000,732570000,10/19/2020,405000,Improved,Mixed Retail w/ Res Units,1939,6454,0.14,6601,,,ST,MAPLE,BURNHAM PLACE,681040000
6022  MAPLE ST,R0612730000,612730000,8/1/2019,399000,Improved,Retail Store,1929,5926,0.14,6022,,,ST,MAPLE,BENSON,681040000
6064 MAPLE ST,R0612670000,612670000,11/13/2014,380000,Improved,Restaurant,1925,2420,0.06,6064,,,ST,MAPLE,BENSON,681040000
7005  MAPLE ST,R0647160002,647160002,11/14/2017,380000,Improved,Service Garage,1978,3520,0.4,7005,,,ST,MAPLE,BONITA,681040000
5920  MAPLE ST,R1146190000,1146190000,10/8/2018,375000,Improved,Retail Store,1920,6000,0.13,5920,,,ST,MAPLE,GLENN PARK,681040000
6206  AMES AV,R0637840002,637840002,5/17/2022,350000,Improved,Convenience Store,1998,2206,0.79,6206,,,AV,AMES,BENSONVALE ACRES,681040000
,R0647190000,647190000,9/29/2016,340000,Improved,Neighborhood Shopping Center,1987,6050,0.4,7013,,,ST,MAPLE,BONITA,681040000
,R0647190000,647190000,9/29/2016,340000,Improved,Neighborhood Shopping Center,1987,6050,0.4,7013,,,ST,MAPLE,BONITA,681040000
5819 MAPLE ST,R2139550001,2139550001,11/21/2012,330000,Improved,Mini Lube Garage,1988,1920,0.2888,5819,,,ST,MAPLE,ROSE HILL,681040000
6104 MAPLE ST,R0612960000,612960000,3/26/2013,320000,Improved,Mixed Retail w/ Res Units,1923,6466,0.08,6104,,,ST,MAPLE,BENSON,681040000
6104 MAPLE ST,R0612960000,612960000,3/26/2013,320000,Improved,Mixed Retail w/ Res Units,1923,6466,0.08,6104,,,ST,MAPLE,BENSON,681040000
6104 MAPLE ST,R0612960000,612960000,3/26/2013,320000,Improved,Mixed Retail w/ Res Units,1923,6466,0.08,6104,,,ST,MAPLE,BENSON,681040000
6104 MAPLE ST,R0612960000,612960000,3/26/2013,320000,Improved,Mixed Retail w/ Res Units,1923,6466,0.08,6104,,,ST,MAPLE,BENSON,681040000
6055  MAPLE ST,R1224390000,1224390000,9/16/2020,300000,Improved,Restaurant,1921,2415,0.06,6055,,,ST,MAPLE,HALCYON HEIGHTS,681040000
6060  NORTHWEST RADIAL HW,R0612160001,612160001,6/29/2018,300000,Improved,Office Building,1972,6776,1.1,6060,,,HWY,NORTHWEST RADIAL,BENSON,681040000
6309 AMES AV,R0739480004,739480004,10/27/2015,280000,Improved,Neighborhood Shopping Center,1965,6000,0.44,6309,,,AV,AMES,CAMENZIND HEIGHTS,681040000
1604 NORTHWEST RADIAL HW,R2147790000,2147790000,12/8/2015,255000,Improved,Neighborhood Shopping Center,1961,3840,0.36,1604,,,HWY,NORTHWEST RADIAL,SAUNDERS & HIMEBAUGHS ADD,681040000
6415 AMES AV,R0739520000,739520000,1/7/2011,253000,Improved,Retail Store,1962,7430,0.29,6415,,,AV,AMES,CAMENZIND HEIGHTS,681040000
6415 AMES AV,R0739520000,739520000,1/7/2011,253000,Improved,Retail Store,1962,7430,0.29,6415,,,AV,AMES,CAMENZIND HEIGHTS,681040000
6013  MAPLE ST,R1224190000,1224190000,4/18/2022,250000,Improved,Retail Store,1922,1484,0.06,6013,,,ST,MAPLE,HALCYON HEIGHTS,681040000
6061 MAPLE ST,R1231310577,1231310577,11/19/2015,250000,Improved,Retail Store,1911,2180,0.0676,6061,,,ST,MAPLE,HALCYON HEIGHTS REP 3*,681040000
6066  MAPLE ST,R0612660004,612660004,7/18/2022,250000,Improved,Retail Store,1908,828,0.04,6066,,,ST,MAPLE,BENSON,681040000
6051 MAPLE ST,R1224380000,1224380000,11/29/2011,240000,Improved,Mixed Retail w/ Res Units,1900,6752,0.13,6051,,,ST,MAPLE,HALCYON HEIGHTS,681040000
,R0637410000,637410000,6/3/2016,240000,Improved,Medical Offices,1969,3540,0.71,6572,,,AV,AMES,BENSONVALE ACRES,681040000
5419 NORTHWEST RADIAL HW,R0839420000,839420000,10/23/2015,238000,Improved,Retail Store,1937,8583,0.46,5419,,,HWY,NORTHWEST RADIAL,COUNTRY CLUB DIST,681040000
5419 NORTHWEST RADIAL HW,R0839420000,839420000,10/23/2015,238000,Improved,Retail Store,1937,8583,0.46,5419,,,HWY,NORTHWEST RADIAL,COUNTRY CLUB DIST,681040000
1508 N SADDLE CREEK RD,R0821960000,821960000,11/20/2017,215000,Improved,Car Wash - Self Service,1952,2378,0.44,1508,,N,RD,SADDLE CREEK,CLOVERDALE,681040000
6569  MAPLE ST,R1225930000,1225930000,12/9/2021,215000,Improved,Retail Store,1955,2400,0.1,6569,,,ST,MAPLE,HALCYON HEIGHTS,681040000
6569  MAPLE ST,R1225930000,1225930000,12/9/2021,215000,Improved,Retail Store,1955,2400,0.1,6569,,,ST,MAPLE,HALCYON HEIGHTS,681040000
6902  MAPLE ST,R0622310000,622310000,3/1/2021,210000,Improved,Car Wash - Self Service,1980,2430,0.38,6902,,,ST,MAPLE,BENSON,681040000
5919  NORTHWEST DR,R0712220001,712220001,6/24/2022,205000,Improved,Service Garage,1965,3486,0.26,5919,,,DR,NORTHWEST,BRIDGEFORD ADD,681040000
6570 MAPLE ST,R0616670000,616670000,6/9/2015,201600,Improved,Retail Store,1952,3600,0.13,6570,,,ST,MAPLE,BENSON,681040000
6102  NORTHWEST RADIAL HW,R0626040380,626040380,3/31/2022,200000,Improved,Barber/Beauty Shop,1888,744,0.654,6102,,,HWY,NORTHWEST RADIAL,BENSON REP 12*,681040000
6069  MAPLE ST,R1224440000,1224440000,11/8/2019,195000,Improved,Medical Offices,1950,1771,0.06,6069,,,ST,MAPLE,HALCYON HEIGHTS,681040000
6009 MAPLE ST,R1224180000,1224180000,10/7/2014,187500,Improved,Retail Store,1922,3305,0.13,6009,,,ST,MAPLE,HALCYON HEIGHTS,681040000
6009 MAPLE ST,R1224180000,1224180000,10/7/2014,187500,Improved,Retail Store,1922,3305,0.13,6009,,,ST,MAPLE,HALCYON HEIGHTS,681040000
6415  AMES AV,R0739520000,739520000,5/9/2017,185000,Improved,Retail Store,1962,7430,0.29,6415,,,AV,AMES,CAMENZIND HEIGHTS,681040000
6415  AMES AV,R0739520000,739520000,5/9/2017,185000,Improved,Retail Store,1962,7430,0.29,6415,,,AV,AMES,CAMENZIND HEIGHTS,681040000
